gene,gene_name,gene_type,chr,start,end,strand,length
ENSG00000229637.2,PRAC2,antisense,chr17,46800530,46802819,+,1356
ENSG00000229638.1,RPL4P4,pseudogene,chr3,185135283,185136566,-,1284
ENSG00000229639.1,RP3-380B4.1,lincRNA,chr1,69898938,69901092,+,458
ENSG00000229641.1,CYP2C56P,pseudogene,chr2,165178443,165178733,+,291
ENSG00000229642.1,AC027119.1,lincRNA,chr3,6004529,6165807,+,467
ENSG00000229643.1,LINC00280,lincRNA,chrY,6225260,6229454,-,448
ENSG00000229644.4,NAMPTL,protein_coding,chr10,36810649,36813162,-,2514
ENSG00000229645.4,LINC00341,lincRNA,chr14,95873606,95876427,-,2822
ENSG00000229646.2,RP11-330A16.1,lincRNA,chr6,14597745,14599921,-,146
ENSG00000229647.1,AC007879.7,lincRNA,chr2,208104374,208110611,+,1204
ENSG00000229648.1,AC016753.7,pseudogene,chr2,85718053,85718903,-,851
ENSG00000229649.1,RP11-107I14.4,lincRNA,chr10,103012578,103023307,-,2222
ENSG00000229652.1,RP11-435P24.2,pseudogene,chr1,203322493,203322779,-,287
ENSG00000229654.1,RP1-60O19.2,lincRNA,chr6,107143410,107147869,+,419
ENSG00000229656.2,RP11-462L8.1,lincRNA,chr10,33247773,33371030,+,1193
ENSG00000229657.2,RP11-494K3.2,pseudogene,chr1,204915736,204916297,+,562
ENSG00000229658.1,PABPC1P9,pseudogene,chr22,16904668,16906756,+,1612
ENSG00000229659.1,RP11-345K20.2,pseudogene,chr10,75182017,75182454,-,438
ENSG00000229660.1,RP5-1142J19.1,lincRNA,chr7,157074230,157075380,-,565
ENSG00000229661.1,RP11-145B3.2,pseudogene,chrX,74421326,74421625,+,300
ENSG00000229662.2,RP11-552E4.5,pseudogene,chrX,48104329,48105180,+,530
ENSG00000229663.1,AL672296.1,pseudogene,chr1,249065834,249067991,-,2158
ENSG00000229664.1,RP11-536K7.5,antisense,chr10,6067941,6078390,+,480
ENSG00000229665.4,PRR20C,protein_coding,chr13,57728195,57731216,+,1847
ENSG00000229666.1,MAST4-AS1,antisense,chr5,66297211,66299781,-,777
ENSG00000229667.2,UBE2V1P9,pseudogene,chrX,89544535,89544902,-,368
ENSG00000229668.1,RP11-317F20.2,pseudogene,chr10,116261756,116262106,-,351
ENSG00000229670.2,PKP4P1,pseudogene,chr2,210043690,210045847,+,2158
ENSG00000229671.1,AC051649.16,lincRNA,chr11,1923877,1929145,+,315
ENSG00000229672.2,RP11-184A2.3,antisense,chr10,3793259,3805418,+,759
ENSG00000229673.1,LL22NC01-116C6.1,antisense,chr22,33179163,33180968,+,147
ENSG00000229674.1,AL121578.7,pseudogene,chrX,37853597,37854043,+,447
ENSG00000229676.2,ZNF492,protein_coding,chr19,22817126,22850472,+,4245
ENSG00000229677.1,RP11-383F6.1,pseudogene,chr7,138734202,138734752,-,551
ENSG00000229679.1,AC007327.5,antisense,chr7,36268889,36270716,-,457
ENSG00000229682.1,AC114755.5,pseudogene,chr2,106984665,106985332,-,361
ENSG00000229683.1,ASNSP5,pseudogene,chr1,142799587,142799739,+,153
ENSG00000229686.1,SNORD56,snoRNA,chr20,2637270,2637340,+,71
ENSG00000229687.2,RP4-654H19.2,pseudogene,chr1,54307220,54307505,+,286
ENSG00000229688.3,ISPD-AS1,antisense,chr7,16250113,16310229,+,2772
ENSG00000229689.2,AC009237.8,pseudogene,chr2,96191093,96198153,+,4978
ENSG00000229690.1,MTCO2P1,pseudogene,chr20,58989454,58989930,-,477
ENSG00000229692.3,SOS1-IT1,sense_intronic,chr2,39219420,39220998,-,1254
ENSG00000229693.2,RP11-25C15.1,pseudogene,chrX,95875653,95876902,+,1250
ENSG00000229694.2,RP11-305L7.6,lincRNA,chr9,93881344,93945044,+,984
ENSG00000229695.1,AC011242.5,pseudogene,chr2,43907604,43908761,-,1158
ENSG00000229696.1,KARSP1,pseudogene,chr13,42499734,42501485,+,1752
ENSG00000229697.1,RP11-374M1.3,lincRNA,chr9,45034957,45047145,-,719
ENSG00000229699.1,RP1-140J1.1,lincRNA,chr1,153146994,153164152,+,2254
ENSG00000229700.1,RP1-130G2.1,pseudogene,chr6,20042686,20043171,-,486
ENSG00000229701.1,MTND2P20,pseudogene,chr2,156120675,156121335,-,661
ENSG00000229702.1,RP1-274L7.1,lincRNA,chrX,129611043,129658231,-,1646
ENSG00000229703.2,XX-CR54.1,lincRNA,chr1,248855492,248862411,+,621
ENSG00000229704.1,EIF2S2P2,pseudogene,chr3,184963248,184964229,-,982
ENSG00000229707.1,RP11-100J16.4,pseudogene,chr9,41630397,41630883,+,487
ENSG00000229708.1,MARK2P12,pseudogene,chr13,73981905,73982489,-,585
ENSG00000229709.1,USP9YP36,pseudogene,chrY,27725937,27734591,+,829
ENSG00000229711.1,RP11-449O16.2,sense_intronic,chr10,52582452,52584285,-,636
ENSG00000229713.1,RP1-43O17.1,pseudogene,chr1,152709994,152710344,+,351
ENSG00000229715.4,EEF1DP3,pseudogene,chr13,32420978,32527609,+,3645
ENSG00000229716.2,RP11-185B14.1,pseudogene,chr1,8891066,8891434,+,369
ENSG00000229717.2,RP11-556N4.1,antisense,chr4,76751904,76753858,+,1955
ENSG00000229719.2,MIR194-2,lincRNA,chr11,64658827,64660921,-,1852
ENSG00000229720.1,RP3-495K2.2,lincRNA,chr6,169434292,169435737,-,934
ENSG00000229721.3,RP11-252I14.1,pseudogene,chr5,179653378,179654000,-,623
ENSG00000229722.1,RP11-557H15.5,lincRNA,chr6,134927437,134930575,-,479
ENSG00000229723.1,LINC01054,antisense,chr13,115095034,115099423,-,514
ENSG00000229724.1,OR2AQ1P,pseudogene,chr1,158765804,158766003,+,200
ENSG00000229725.1,AC007322.1,pseudogene,chrY,24017478,24019697,+,605
ENSG00000229727.2,AC013460.1,processed_transcript,chr2,7561392,7590385,+,3239
ENSG00000229728.1,RP11-314N13.3,antisense,chr20,1342266,1343229,+,480
ENSG00000229729.3,RP11-159G9.5,protein_coding,chr3,88108424,88188123,+,1646
ENSG00000229730.2,AC013268.4,pseudogene,chr2,110769842,110770178,-,337
ENSG00000229731.1,RP11-501H19.2,pseudogene,chrX,27830002,27831019,+,1018
ENSG00000229732.1,AC019349.5,antisense,chr17,39657235,39658661,+,476
ENSG00000229733.1,RP5-1189B24.1,pseudogene,chrX,122692201,122692435,+,235
ENSG00000229735.1,FTLP16,pseudogene,chrX,38344005,38344517,-,513
ENSG00000229738.1,AC010240.3,pseudogene,chr5,132323344,132323802,-,459
ENSG00000229739.1,RP11-295K2.3,antisense,chr1,186420213,186420881,+,314
ENSG00000229740.1,U91324.1,lincRNA,chr2,8279532,8283399,+,447
ENSG00000229742.1,RP11-365O16.5,pseudogene,chr1,224485348,224486302,+,474
ENSG00000229743.2,AC018730.3,antisense,chr2,105481955,105489053,-,3351
ENSG00000229744.1,AC011998.2,pseudogene,chr2,178882720,178883192,+,473
ENSG00000229745.1,BPY2DP,pseudogene,chrY,7801038,7805681,-,265
ENSG00000229746.1,FAM74A4,lincRNA,chr9,65487273,65494248,-,1806
ENSG00000229747.1,RP11-567B20.2,pseudogene,chr1,199878049,199878776,+,728
ENSG00000229749.1,COTL1P1,pseudogene,chr17,16757249,16757623,+,375
ENSG00000229750.1,AC096649.2,antisense,chr2,176032632,176033250,+,497
ENSG00000229751.1,RP11-142M10.2,antisense,chr10,14033815,14049525,+,570
ENSG00000229752.1,RP5-831K15.1,pseudogene,chr1,81563952,81564690,-,739
ENSG00000229753.1,RP11-28P17.3,pseudogene,chr9,75356068,75356533,-,466
ENSG00000229754.1,CXCR2P1,pseudogene,chr2,218923878,218930452,-,2503
ENSG00000229755.1,RP5-827L5.2,lincRNA,chr20,59652280,59652872,-,500
ENSG00000229756.1,RPL31P20,pseudogene,chr3,24472239,24472598,+,360
ENSG00000229757.2,RP4-738P11.4,pseudogene,chr1,168547891,168548677,-,787
ENSG00000229758.2,DYNLT3P2,pseudogene,chr2,128957475,128957769,+,295
ENSG00000229759.1,MRPS18AP1,pseudogene,chr3,48297840,48298428,-,589
ENSG00000229760.1,RP11-266I3.5,pseudogene,chrX,55204640,55205170,-,531
ENSG00000229761.1,RPS20P1,pseudogene,chr21,37097045,37097398,-,354
ENSG00000229762.1,RP11-419M24.1,pseudogene,chr7,55878472,55879104,-,633
ENSG00000229765.2,RP11-339A7.1,pseudogene,chr6,10214114,10214595,-,482
ENSG00000229766.2,RP5-971N18.3,antisense,chr20,7999870,8024159,+,2294
ENSG00000229769.2,TRBV10-2,TR_V_gene,chr7,142206511,142207011,-,395
ENSG00000229770.1,CTA-796E4.4,antisense,chr22,26557876,26559180,-,357
ENSG00000229771.1,RP4-644L1.2,lincRNA,chr20,39326535,39327256,-,273
ENSG00000229774.1,AC018866.1,lincRNA,chr2,121444211,121468093,-,592
ENSG00000229775.2,RP11-298H24.1,lincRNA,chr10,107900022,107948480,+,1890
ENSG00000229776.1,C4B-AS1,antisense,chr6,32000490,32004035,-,2095
ENSG00000229779.1,AC016751.2,lincRNA,chr2,176769099,176770230,-,306
ENSG00000229780.1,UBE2Q1-AS1,antisense,chr1,154526085,154527493,+,432
ENSG00000229781.1,AC013444.1,pseudogene,chr2,143611664,143613567,+,1904
ENSG00000229782.1,AC118754.4,antisense,chr17,4400689,4402969,-,370
ENSG00000229785.1,SLC25A38P1,pseudogene,chr1,172717700,172718642,+,943
ENSG00000229786.1,SNRPFP2,pseudogene,chr1,26213851,26214101,+,251
ENSG00000229788.1,LINC00388,lincRNA,chr13,19184438,19185815,-,663
ENSG00000229789.1,RP11-391M20.1,pseudogene,chr9,68726629,68745997,+,425
ENSG00000229791.1,RP11-385E5.5,lincRNA,chr13,19982182,19983669,-,1059
ENSG00000229792.1,LINC00399,lincRNA,chr13,110053043,110053988,+,414
ENSG00000229794.2,RP11-522L3.11,pseudogene,chrX,102061669,102062752,+,1084
ENSG00000229795.2,RP11-293G6__A.3,pseudogene,chr1,235596300,235596546,+,247
ENSG00000229796.1,RP5-1077H22.1,lincRNA,chr6,958563,962511,-,403
ENSG00000229797.1,AC140481.8,antisense,chr2,131501111,131513452,-,1078
ENSG00000229798.1,KRT18P26,pseudogene,chr2,74533855,74535135,-,1281
ENSG00000229800.1,ATP8A2P2,pseudogene,chr13,33051411,33052978,+,1568
ENSG00000229801.1,RP11-353N4.1,lincRNA,chr1,149590752,149591762,-,398
ENSG00000229805.1,AC011306.1,lincRNA,chr2,56304552,56317517,-,712
ENSG00000229806.1,RPS15P5,pseudogene,chr3,54660242,54660673,+,432
ENSG00000229807.5,XIST,lincRNA,chrX,73040486,73072588,-,19931
ENSG00000229808.1,RP11-456P18.2,pseudogene,chr1,161860623,161861986,+,1364
ENSG00000229809.4,ZNF688,protein_coding,chr16,30580667,30584055,-,3023
ENSG00000229814.1,RPL35AP21,pseudogene,chr9,74204517,74204849,+,333
ENSG00000229815.1,CCNB1IP1P1,pseudogene,chr1,45424229,45425067,+,839
ENSG00000229816.1,DDX50P1,pseudogene,chr2,32426669,32429068,+,2400
ENSG00000229817.1,RP11-78H18.2,pseudogene,chr9,117607874,117610865,+,2992
ENSG00000229818.1,RP11-459A10.3,pseudogene,chrX,6299196,6299350,-,155
ENSG00000229820.2,RP1-308E4.1,pseudogene,chr1,28780052,28780445,+,394
ENSG00000229821.1,RP11-567E21.3,antisense,chr1,201191241,201192251,-,771
ENSG00000229822.2,RP5-1174J21.2,pseudogene,chrX,41607475,41607861,+,387
ENSG00000229824.1,RPL12P34,pseudogene,chr13,69228704,69229182,+,479
ENSG00000229825.1,RP5-1052M9.4,pseudogene,chrX,123466768,123467226,+,459
ENSG00000229826.2,RP11-552J9.14,pseudogene,chrX,52764990,52765196,-,207
ENSG00000229827.1,AC093899.3,pseudogene,chr2,170433881,170434256,-,376
ENSG00000229828.1,RP11-94I2.1,pseudogene,chr1,146011091,146025308,+,2569
ENSG00000229829.1,DUTP4,pseudogene,chrX,148898832,148899306,+,475
ENSG00000229830.1,RP11-341A22.1,pseudogene,chr9,105827698,105827880,+,183
ENSG00000229831.2,AC108039.3,pseudogene,chr2,62047343,62047701,+,359
ENSG00000229832.1,RP11-384C4.2,antisense,chr1,212530760,212531695,+,496
ENSG00000229833.5,PET100,protein_coding,chr19,7694623,7696842,+,1204
ENSG00000229834.1,RP11-48L13.1,pseudogene,chr9,29636484,29636851,+,368
ENSG00000229835.2,KHSRPP1,pseudogene,chr9,21695175,21696942,+,1768
ENSG00000229836.1,XXbac-BPG248L24.10,pseudogene,chr6,31275592,31276326,-,306
ENSG00000229839.2,AC018462.2,antisense,chr2,62296582,62374016,-,1836
ENSG00000229840.2,ISCA1P2,pseudogene,chr1,229177918,229178338,+,421
ENSG00000229841.1,RP11-361K17.2,antisense,chr1,217665317,217667625,+,1963
ENSG00000229842.2,RP5-837O21.4,pseudogene,chr1,94390962,94391628,-,667
ENSG00000229846.1,RP11-141A19.1,antisense,chr1,49513988,49653257,+,713
ENSG00000229847.4,EMX2OS,antisense,chr10,119232726,119304579,-,3583
ENSG00000229848.1,RP13-766D20.2,antisense,chr17,79481073,79494802,+,957
ENSG00000229849.1,RP11-393K10.1,pseudogene,chr1,158848536,158853290,+,723
ENSG00000229851.1,ARSD-AS1,antisense,chrX,2822945,2824122,+,816
ENSG00000229852.2,RP11-398K22.12,antisense,chr6,73972938,74011124,+,6660
ENSG00000229853.1,RP5-1049G16.4,pseudogene,chr20,46259010,46260182,-,860
ENSG00000229854.1,RP11-524G24.2,antisense,chr9,124337170,124338493,-,662
ENSG00000229855.4,CTC-546K23.1,lincRNA,chr5,120535399,120693093,+,2669
ENSG00000229857.1,RP11-159H20.3,pseudogene,chr9,79607015,79608024,+,732
ENSG00000229858.2,AC016831.5,pseudogene,chr7,130507627,130507978,-,352
ENSG00000229859.4,PGA3,protein_coding,chr11,60970779,60980570,+,5039
ENSG00000229862.1,RP11-505P4.7,antisense,chr6,74233341,74280319,+,804
ENSG00000229863.1,RP11-157F20.1,pseudogene,chr3,57168170,57168751,+,582
ENSG00000229865.1,RPL31P54,pseudogene,chr13,78996958,78997327,+,370
ENSG00000229867.1,STEAP3-AS1,antisense,chr2,120001998,120006647,-,3218
ENSG00000229869.1,RP11-363N22.2,antisense,chr10,978966,988683,+,407
ENSG00000229870.1,RP11-507K13.6,pseudogene,chr10,51023142,51023608,+,467
ENSG00000229871.1,RP4-710M16.1,pseudogene,chr1,56673239,56674128,-,890
ENSG00000229873.1,OGFR-AS1,antisense,chr20,61431979,61436939,-,668
ENSG00000229874.2,RP11-312O7.2,antisense,chr1,206135293,206137984,-,895
ENSG00000229875.1,RP11-130C19.1,pseudogene,chr9,659986,660326,+,341
ENSG00000229876.1,RP11-199O14.1,lincRNA,chr20,6427370,6509106,+,1484
ENSG00000229877.1,PAICSP5,pseudogene,chr7,143242279,143243828,-,1217
ENSG00000229878.1,RP11-479G22.7,pseudogene,chr10,33324397,33324592,-,196
ENSG00000229880.1,IMMTP1,pseudogene,chr21,46095785,46098003,-,2219
ENSG00000229881.1,RP11-321E8.4,lincRNA,chr7,63600873,63610436,+,448
ENSG00000229882.1,RP13-30A9.2,antisense,chr20,61265124,61267214,+,461
ENSG00000229885.1,RP13-77O11.12,pseudogene,chrX,52830424,52830553,-,130
ENSG00000229886.1,RP5-1132H15.3,pseudogene,chr7,65490113,65496531,-,306
ENSG00000229887.3,HNRNPA1P6,pseudogene,chr1,58513847,58514963,-,963
ENSG00000229890.1,AC023672.1,pseudogene,chr2,108715566,108715948,+,383
ENSG00000229891.1,Z83851.1,lincRNA,chr22,42760406,42765242,-,1267
ENSG00000229892.1,RP4-730D4.1,pseudogene,chr20,41235334,41236199,+,348
ENSG00000229893.1,AC004549.6,antisense,chr7,27773014,27780014,-,859
ENSG00000229894.2,GK3P,pseudogene,chr4,166198944,166201175,-,2232
ENSG00000229896.2,RP11-456H18.2,lincRNA,chr6,12007903,12009089,+,855
ENSG00000229897.2,SEPT7P7,pseudogene,chr9,101369115,101370415,+,1301
ENSG00000229899.1,AC084290.2,pseudogene,chr12,40680091,40680464,+,374
ENSG00000229900.1,HSPD1P21,pseudogene,chr20,44168622,44168866,-,245
ENSG00000229901.1,RP11-399E6.4,antisense,chr1,41840676,41841341,-,394
ENSG00000229905.1,RP11-206L10.4,antisense,chr1,696291,697369,+,456
ENSG00000229906.1,SNRPGP11,pseudogene,chr13,52070156,52070387,-,232
ENSG00000229907.3,DEFB108P1,pseudogene,chr8,7791934,7796292,-,222
ENSG00000229909.1,TRIM60P16,pseudogene,chr7,56699432,56700420,-,694
ENSG00000229910.1,HNRNPA1P18,pseudogene,chr13,68875737,68877434,-,927
ENSG00000229911.2,RP4-630J13.1,pseudogene,chr1,119255622,119256301,+,680
ENSG00000229912.1,AC128709.4,lincRNA,chr3,197177198,197183525,-,600
ENSG00000229913.1,RP11-378I13.1,antisense,chr1,57289352,57292593,-,1824
ENSG00000229914.1,RP11-404O13.4,pseudogene,chr1,158165423,158165921,-,499
ENSG00000229915.1,AC016999.2,antisense,chr2,239335718,239336370,-,452
ENSG00000229917.2,AC007014.1,pseudogene,chr16,11120881,11121620,+,740
ENSG00000229918.1,DOCK9-AS1,antisense,chr13,99484338,99486883,+,392
ENSG00000229919.2,TCEB1P3,pseudogene,chr10,10216193,10216540,+,348
ENSG00000229920.2,RPS4XP5,pseudogene,chr2,63869589,63871172,-,1584
ENSG00000229921.2,KIF25-AS1,lincRNA,chr6,168393502,168397757,-,3088
ENSG00000229922.1,RP11-240M16.1,lincRNA,chr6,138266503,138293659,+,815
ENSG00000229923.2,RP11-102N11.1,lincRNA,chr6,131018457,131018923,+,334
ENSG00000229924.2,FAM90A26,protein_coding,chr4,9172135,9178453,+,2489
ENSG00000229925.1,AP001043.1,lincRNA,chr21,40260696,40275829,+,288
ENSG00000229926.1,RP11-424E7.3,pseudogene,chr9,141031547,141038316,+,1213
ENSG00000229927.2,RHEBP1,pseudogene,chr10,46914151,46914706,+,556
ENSG00000229928.1,LINC00400,lincRNA,chr13,43732767,43733602,+,547
ENSG00000229930.1,RP11-504P24.5,pseudogene,chr1,224218406,224222758,-,246
ENSG00000229931.1,RP1-151F17.1,antisense,chr6,16761369,16762883,+,698
ENSG00000229932.2,YWHAZP3,pseudogene,chr10,23425852,23426590,+,739
ENSG00000229935.1,AC092662.6,pseudogene,chr2,156170578,156170880,+,303
ENSG00000229936.1,RBM22P9,pseudogene,chrX,52518793,52519069,-,277
ENSG00000229937.4,PRPS1L1,protein_coding,chr7,18066405,18067486,-,1082
ENSG00000229938.1,MYO16-AS2,antisense,chr13,109753609,109754267,-,436
ENSG00000229939.1,RP11-111F16.2,pseudogene,chrX,110862036,110862322,+,287
ENSG00000229940.1,TSPY22P,pseudogene,chrY,24452072,24454098,-,604
ENSG00000229941.1,AC012499.1,antisense,chr2,178563157,178588017,+,741
ENSG00000229943.1,RP11-93N20.1,lincRNA,chr1,75428998,75430802,+,339
ENSG00000229944.2,AC004797.1,pseudogene,chr17,47500970,47502298,-,1329
ENSG00000229946.2,RP11-368G3.1,pseudogene,chrX,99141738,99142689,-,952
ENSG00000229947.1,RP13-766D20.1,pseudogene,chr17,79480089,79480210,+,122
ENSG00000229948.2,AC092431.2,pseudogene,chr2,69824485,69826083,+,975
ENSG00000229949.1,AC005094.2,pseudogene,chr7,21440538,21441231,-,368
ENSG00000229950.1,TFAP2A-AS1,antisense,chr6,10409573,10416679,+,1692
ENSG00000229951.1,AC104695.3,antisense,chr2,28607276,28617539,-,3001
ENSG00000229952.1,RP6-74O6.3,lincRNA,chr1,147494090,147498172,+,588
ENSG00000229953.1,RP11-284F21.7,antisense,chr1,156616299,156631216,-,758
ENSG00000229954.1,MTND2P2,pseudogene,chrX,102041741,102043315,+,945
ENSG00000229955.1,RP1-5O6.4,sense_intronic,chr22,38783923,38784862,-,541
ENSG00000229956.5,ZRANB2-AS2,processed_transcript,chr1,71547007,71955652,+,5719
ENSG00000229957.1,RP5-998H6.2,lincRNA,chr20,44797043,44799876,-,2137
ENSG00000229960.1,RP11-278H7.4,lincRNA,chr1,244232122,244256328,-,468
ENSG00000229961.1,RP11-71G12.1,lincRNA,chr1,157155178,157157195,+,471
ENSG00000229962.1,AP000221.1,lincRNA,chr21,26887785,26890650,-,1046
ENSG00000229964.1,RP11-135A1.3,lincRNA,chr3,193809350,193826963,+,406
ENSG00000229965.1,RP11-118H4.1,pseudogene,chr1,226626265,226627045,+,781
ENSG00000229967.1,RP11-366F6.2,antisense,chrX,151072903,151082440,-,1589
ENSG00000229968.1,RP3-393P12.1,pseudogene,chrX,47636226,47638096,-,1433
ENSG00000229969.1,RP11-96C23.10,antisense,chr10,88769542,88775539,-,234
ENSG00000229970.3,AC007128.1,antisense,chr7,8301894,8384146,+,1853
ENSG00000229971.1,RP5-1119A7.10,antisense,chr22,36948212,36948747,+,405
ENSG00000229972.3,IQCF3,protein_coding,chr3,51851620,51864876,+,2106
ENSG00000229974.1,AC083862.1,protein_coding,chr7,134832797,134832916,-,120
ENSG00000229975.1,LIPT1P1,pseudogene,chr13,102654475,102655660,+,1186
ENSG00000229976.1,RP5-1031J8.1,lincRNA,chr20,38414363,38441871,+,480
ENSG00000229977.2,AC073264.10,pseudogene,chr7,143229842,143230257,-,416
ENSG00000229978.1,RP13-221M14.3,pseudogene,chr1,13162645,13165443,-,1452
ENSG00000229979.1,U82670.9,pseudogene,chrX,152220509,152220772,-,264
ENSG00000229980.4,TOB1-AS1,processed_transcript,chr17,48944040,48987098,+,2149
ENSG00000229981.3,RP11-215N21.1,lincRNA,chr10,109517591,109871360,-,5588
ENSG00000229982.1,RP11-515K14.1,pseudogene,chr7,118520157,118521342,-,986
ENSG00000229983.1,RP11-15I11.2,lincRNA,chr1,212341549,212363601,+,510
ENSG00000229985.2,RP11-40H20.5,pseudogene,chr1,27503242,27503768,+,527
ENSG00000229986.1,AP001042.1,lincRNA,chr21,40218171,40220568,+,487
ENSG00000229988.1,HBBP1,pseudogene,chr11,5263184,5264767,-,605
ENSG00000229989.3,MIR181A1HG,lincRNA,chr1,198776622,198906558,-,3250
ENSG00000229990.2,RP11-574K11.8,antisense,chr10,75601591,75606324,+,317
ENSG00000229991.1,AKR1B1P1,pseudogene,chr1,224762136,224763091,+,956
ENSG00000229992.1,HMGB3P9,pseudogene,chr1,93112605,93113187,-,583
ENSG00000229994.1,RPL5P4,pseudogene,chr1,35816323,35817208,+,886
ENSG00000229996.1,AC093585.6,antisense,chr2,241949462,241950161,-,428
ENSG00000229999.2,RP5-1042K10.10,antisense,chr22,40768668,40784294,-,893
ENSG00000230000.1,AC006455.1,protein_coding,chr7,62809239,62812151,+,2913
ENSG00000230001.1,RP11-70J12.1,sense_intronic,chr9,4070906,4071884,-,635
ENSG00000230002.2,ALMS1-IT1,sense_intronic,chr2,73683891,73686611,+,2107
ENSG00000230003.2,RP11-217F16.1,pseudogene,chr9,75060670,75060885,-,216
ENSG00000230005.2,SNAP47-AS1,antisense,chr1,227931532,227934892,-,1708
ENSG00000230006.3,ANKRD36BP2,pseudogene,chr2,89065324,89106126,+,8039
ENSG00000230009.1,MTCO2P3,pseudogene,chr13,57778513,57778933,+,421
ENSG00000230010.1,RP4-568F9.6,lincRNA,chr20,18303196,18339944,-,2548
ENSG00000230011.2,CTSLP4,pseudogene,chr10,52465140,52468666,-,1002
ENSG00000230013.1,RP11-217B7.3,lincRNA,chr9,107753077,107754062,-,606
ENSG00000230014.1,LINC00709,lincRNA,chr10,9317796,9329020,+,494
ENSG00000230015.2,RP11-80B9.4,lincRNA,chr1,240902719,240906911,-,456
ENSG00000230018.1,RP11-481H12.1,pseudogene,chr10,115242375,115242872,+,498
ENSG00000230019.1,YWHAQP9,pseudogene,chr1,238271036,238271867,-,512
ENSG00000230020.1,NHS-AS1,antisense,chrX,17570470,17575508,-,366
ENSG00000230021.3,RP5-857K21.4,lincRNA,chr1,536816,659930,-,1697
ENSG00000230022.1,FNTAP2,pseudogene,chr13,22104829,22105462,+,634
ENSG00000230023.2,RP11-10N16.2,lincRNA,chr1,24526730,24538183,+,1849
ENSG00000230024.1,RP11-95P13.1,lincRNA,chr1,219608494,219615984,-,451
ENSG00000230025.1,AC007967.4,pseudogene,chrY,8839792,8842136,-,558
ENSG00000230026.2,RP11-382D8.5,pseudogene,chr1,235524468,235525855,+,1388
ENSG00000230027.1,RP11-550H2.2,lincRNA,chr1,76507376,76531913,+,399
ENSG00000230029.1,CDY11P,pseudogene,chrY,23858456,23860106,+,1651
ENSG00000230030.1,RP11-505C13.1,lincRNA,chr9,111014434,111017100,-,224
ENSG00000230031.6,POTEB2,protein_coding,chr15,21040701,21071643,-,1687
ENSG00000230033.1,RP5-1121A15.3,lincRNA,chr7,156737415,156738339,+,531
ENSG00000230035.2,RP11-174G17,antisense,chr1,18493423,18505840,-,430
ENSG00000230036.1,AL596137.1,pseudogene,chr10,52365750,52365953,-,195
ENSG00000230037.1,UBBP1,pseudogene,chr2,137087011,137087483,-,473
